complaint_id,hop_count,total_elapsed_minutes,avg_minutes_between_hops,min_minutes_between_hops,city_changed,fraud_amount,crime_type,minutes_since_last_hop,was_cash_withdrawn,final_hop_lat,final_hop_lon,final_hop_city
CMP00489,5,197.0,49.25,8.0,False,230800,UPI Fraud,27739.93,False,19.066876,72.85672,Mumbai
CMP00490,6,233.0,46.6,5.0,True,116400,Investment Fraud,1241.77,False,12.9756,77.607145,Bengaluru
CMP00491,4,98.0,32.67,4.0,False,54600,OTP Fraud,21979.17,False,19.105685,72.942439,Mumbai
CMP00492,7,276.0,46.0,3.0,False,193500,Investment Fraud,39952.18,True,26.861897,80.950865,Lucknow
CMP00493,6,279.0,55.8,37.0,True,58700,UPI Fraud,20099.22,True,17.397848,78.49119,Hyderabad
CMP00494,3,100.0,50.0,29.0,True,26400,Loan App Fraud,1523.62,True,23.006768,72.609743,Ahmedabad
CMP00495,3,144.0,72.0,69.0,False,200700,Loan App Fraud,32236.75,True,12.957663,77.560355,Bengaluru
CMP00496,3,83.0,41.5,10.0,True,87000,UPI Fraud,30595.0,False,23.023205,72.571172,Ahmedabad
CMP00497,7,255.0,42.5,22.0,True,22800,OTP Fraud,30402.63,True,26.939547,75.799167,Jaipur
CMP00498,3,73.0,36.5,23.0,True,46800,UPI Fraud,36699.28,True,25.580342,85.120809,Patna
CMP00499,2,14.0,14.0,14.0,False,26100,Loan App Fraud,21858.4,True,26.879628,80.943248,Lucknow
CMP00500,4,155.0,51.67,19.0,False,17000,Digital Arrest Scam,23338.83,True,17.380428,78.521072,Hyderabad
CMP00501,2,75.0,75.0,75.0,True,120900,UPI Fraud,35791.02,False,12.997357,77.60057,Bengaluru
CMP00502,7,203.0,33.83,8.0,False,278800,Digital Arrest Scam,35616.87,False,22.566124,88.358991,Kolkata
CMP00503,7,339.0,56.5,41.0,False,16800,Digital Arrest Scam,24335.3,True,26.883152,75.715493,Jaipur
CMP00504,2,69.0,69.0,69.0,False,88800,Digital Arrest Scam,7250.2,True,17.349401,78.480034,Hyderabad
CMP00505,5,193.0,48.25,30.0,False,31600,Digital Arrest Scam,13803.93,False,18.546801,73.862281,Pune
CMP00506,4,60.0,20.0,5.0,True,36400,UPI Fraud,10823.02,True,26.853334,80.931631,Lucknow
CMP00507,6,168.0,33.6,4.0,True,33200,Investment Fraud,34541.93,False,26.942137,75.75661,Jaipur
CMP00508,4,156.0,52.0,40.0,True,26400,Investment Fraud,40495.4,True,25.603317,85.127767,Patna
CMP00509,4,175.0,58.33,10.0,True,57300,Loan App Fraud,22606.53,True,26.896311,75.813049,Jaipur
CMP00510,7,361.0,60.17,17.0,False,27100,UPI Fraud,30533.28,True,12.954898,77.619401,Bengaluru
CMP00511,5,143.0,35.75,19.0,False,69200,Loan App Fraud,30972.23,True,25.596146,85.135128,Patna
CMP00512,2,27.0,27.0,27.0,True,52700,UPI Fraud,41516.88,True,26.863164,80.996455,Lucknow
CMP00513,6,310.0,62.0,42.0,False,44900,UPI Fraud,35318.07,False,26.927719,75.760965,Jaipur
CMP00514,5,105.0,26.25,5.0,True,25400,Investment Fraud,32377.78,False,12.972695,77.590925,Bengaluru
CMP00515,5,213.0,53.25,13.0,False,33700,Loan App Fraud,3917.55,False,28.570755,77.192061,Delhi
CMP00516,2,47.0,47.0,47.0,False,104500,UPI Fraud,5510.53,True,18.569811,73.817594,Pune
CMP00517,3,94.0,47.0,43.0,False,84200,OTP Fraud,41587.83,True,23.001691,72.583185,Ahmedabad
CMP00518,3,93.0,46.5,43.0,False,24000,OTP Fraud,32417.53,True,26.842068,80.942954,Lucknow
CMP00519,2,70.0,70.0,70.0,False,59800,Investment Fraud,2969.33,True,22.583588,88.383373,Kolkata
CMP00520,3,12.0,6.0,2.0,True,104200,Loan App Fraud,13309.53,True,19.060332,72.89926,Mumbai
CMP00521,4,68.0,22.67,9.0,True,15000,OTP Fraud,33343.52,True,26.887838,75.781684,Jaipur
CMP00522,7,213.0,35.5,11.0,True,87300,Investment Fraud,4264.93,False,19.059107,72.878554,Mumbai
CMP00523,5,218.0,54.5,18.0,False,31300,UPI Fraud,23999.68,False,19.075466,72.85902,Mumbai
CMP00524,2,15.0,15.0,15.0,True,89300,UPI Fraud,12183.38,True,28.629785,77.178019,Delhi
CMP00525,4,173.0,57.67,32.0,True,28700,Investment Fraud,30600.17,True,19.089413,72.855238,Mumbai
CMP00526,4,174.0,58.0,14.0,True,15000,OTP Fraud,36552.38,True,25.60769,85.128335,Patna
CMP00527,7,344.0,57.33,18.0,False,15000,Loan App Fraud,25280.95,False,12.991059,77.58082,Bengaluru
CMP00528,3,65.0,32.5,17.0,False,57300,Investment Fraud,27166.02,True,18.516222,73.863764,Pune
CMP00529,7,322.0,53.67,14.0,False,68600,UPI Fraud,41679.9,True,26.884332,75.79686,Jaipur
CMP00530,4,139.0,46.33,34.0,True,25500,Loan App Fraud,4658.22,True,19.031535,72.885691,Mumbai
CMP00531,4,156.0,52.0,21.0,False,94600,Investment Fraud,39040.1,False,19.080913,72.895425,Mumbai
CMP00532,5,173.0,43.25,4.0,False,15000,OTP Fraud,17638.42,True,18.515122,73.832021,Pune
CMP00533,4,113.0,37.67,14.0,False,52000,UPI Fraud,23371.33,True,12.97212,77.5764,Bengaluru
CMP00534,4,179.0,59.67,40.0,True,19600,Loan App Fraud,9884.2,True,26.833996,80.942505,Lucknow
CMP00535,4,158.0,52.67,32.0,False,31600,Digital Arrest Scam,27384.48,True,18.541912,73.842123,Pune
CMP00536,7,280.0,46.67,5.0,False,57300,Loan App Fraud,5809.93,True,22.975837,72.596588,Ahmedabad
CMP00537,2,85.0,85.0,85.0,False,26500,Loan App Fraud,26435.43,False,22.567374,88.342637,Kolkata
CMP00538,4,127.0,42.33,16.0,True,39700,UPI Fraud,36881.2,True,22.588908,88.32449,Kolkata
CMP00539,2,21.0,21.0,21.0,False,129400,Loan App Fraud,35739.57,True,26.848666,80.896245,Lucknow
CMP00540,4,58.0,19.33,12.0,False,33700,Loan App Fraud,25468.05,True,28.609645,77.197669,Delhi
CMP00541,3,23.0,11.5,8.0,False,111900,Loan App Fraud,15086.8,True,13.023452,77.571615,Bengaluru
CMP00542,3,146.0,73.0,72.0,False,21100,Digital Arrest Scam,13488.78,True,25.610498,85.142468,Patna
CMP00543,3,106.0,53.0,48.0,True,86300,UPI Fraud,10942.1,False,28.597447,77.201407,Delhi
CMP00544,2,78.0,78.0,78.0,False,187300,OTP Fraud,7202.9,True,18.571008,73.822621,Pune
CMP00545,4,93.0,31.0,20.0,True,15000,UPI Fraud,36868.87,False,28.609584,77.231091,Delhi
CMP00546,3,51.0,25.5,8.0,False,27900,OTP Fraud,9287.63,False,26.898797,75.78323,Jaipur
CMP00547,6,293.0,58.6,15.0,False,89800,Digital Arrest Scam,10698.68,False,26.853264,80.95104,Lucknow
CMP00548,4,75.0,25.0,14.0,True,46300,Investment Fraud,11691.67,True,25.639113,85.168574,Patna
CMP00549,6,144.0,28.8,20.0,True,75400,Loan App Fraud,28745.73,True,26.842376,80.988993,Lucknow
CMP00550,6,230.0,46.0,11.0,False,32900,OTP Fraud,30969.38,True,17.402703,78.510618,Hyderabad
CMP00551,3,52.0,26.0,23.0,False,59200,Digital Arrest Scam,31484.98,True,18.517619,73.834102,Pune
CMP00552,3,88.0,44.0,32.0,True,48200,Loan App Fraud,16829.73,True,26.909042,75.80757,Jaipur
CMP00553,4,119.0,39.67,14.0,True,148400,Loan App Fraud,13647.35,True,26.907467,75.783518,Jaipur
CMP00554,3,127.0,63.5,39.0,False,68300,Investment Fraud,30871.63,False,23.029185,72.579442,Ahmedabad
CMP00555,7,209.0,34.83,7.0,True,73300,OTP Fraud,26666.47,True,25.580885,85.152259,Patna
CMP00556,4,102.0,34.0,2.0,True,38800,Digital Arrest Scam,29348.15,True,26.809727,80.950784,Lucknow
CMP00557,7,310.0,51.67,10.0,False,36300,Digital Arrest Scam,42163.68,True,17.359896,78.467505,Hyderabad
CMP00558,3,95.0,47.5,21.0,True,38100,Investment Fraud,3686.27,True,28.657372,77.233471,Delhi
CMP00559,6,301.0,60.2,2.0,False,76900,UPI Fraud,38600.85,True,26.901245,75.740061,Jaipur
CMP00560,6,222.0,44.4,28.0,False,38500,Loan App Fraud,8696.25,False,22.54308,88.391758,Kolkata
CMP00561,3,78.0,39.0,13.0,False,70400,Loan App Fraud,11293.28,True,19.087909,72.890337,Mumbai
CMP00562,4,134.0,44.67,29.0,True,321000,Digital Arrest Scam,35952.6,True,22.563884,88.355169,Kolkata
CMP00563,5,229.0,57.25,28.0,True,115300,Digital Arrest Scam,6393.88,True,25.646593,85.131424,Patna
CMP00564,2,9.0,9.0,9.0,False,41700,UPI Fraud,24562.42,True,25.635631,85.126173,Patna
CMP00565,2,78.0,78.0,78.0,True,152700,Investment Fraud,3853.57,True,25.613685,85.131312,Patna
CMP00566,5,141.0,35.25,6.0,False,38900,Digital Arrest Scam,26146.45,True,22.542703,88.375015,Kolkata
CMP00567,5,76.0,19.0,2.0,False,15000,Loan App Fraud,5764.28,True,26.797447,80.968515,Lucknow
CMP00568,3,51.0,25.5,18.0,True,23300,Loan App Fraud,2067.1,True,22.560629,88.342331,Kolkata
CMP00569,2,54.0,54.0,54.0,False,15000,Digital Arrest Scam,23519.13,True,19.049197,72.804666,Mumbai
CMP00570,6,326.0,65.2,48.0,False,40800,Loan App Fraud,2554.23,True,12.944307,77.584923,Bengaluru
CMP00571,2,53.0,53.0,53.0,False,55900,Investment Fraud,9825.95,True,25.609655,85.109129,Patna
CMP00572,5,227.0,56.75,26.0,False,228700,UPI Fraud,42980.6,True,25.625494,85.115235,Patna
CMP00573,3,89.0,44.5,20.0,True,72600,Loan App Fraud,1373.12,True,17.357087,78.517595,Hyderabad
CMP00574,7,336.0,56.0,13.0,False,45700,OTP Fraud,10317.82,False,17.387216,78.491633,Hyderabad
CMP00575,6,205.0,41.0,16.0,True,111300,Investment Fraud,36823.55,True,19.102967,72.876737,Mumbai
CMP00576,6,273.0,54.6,5.0,True,15000,Digital Arrest Scam,20015.4,False,22.600277,88.36089,Kolkata
CMP00577,4,113.0,37.67,16.0,False,67200,UPI Fraud,8534.47,True,18.489422,73.820012,Pune
CMP00578,3,110.0,55.0,40.0,True,105900,OTP Fraud,29370.57,True,12.937428,77.588981,Bengaluru
CMP00579,7,220.0,36.67,5.0,True,15700,UPI Fraud,4357.18,True,17.393692,78.474519,Hyderabad
CMP00580,4,52.0,17.33,10.0,True,145400,OTP Fraud,41863.72,True,12.955657,77.581325,Bengaluru
CMP00581,5,185.0,46.25,15.0,False,73300,OTP Fraud,35980.02,False,28.574985,77.198297,Delhi
CMP00582,4,76.0,25.33,2.0,True,38600,Loan App Fraud,10155.38,True,22.536504,88.306495,Kolkata
CMP00583,5,184.0,46.0,17.0,False,94200,OTP Fraud,81.0,True,26.851882,80.947934,Lucknow
CMP00584,7,313.0,52.17,20.0,True,379000,OTP Fraud,16720.3,True,19.110812,72.871449,Mumbai
CMP00585,5,277.0,69.25,63.0,True,64200,UPI Fraud,13007.83,False,22.596428,88.376727,Kolkata
CMP00586,5,256.0,64.0,32.0,False,67900,UPI Fraud,25145.67,False,22.566938,88.339914,Kolkata
CMP00587,6,233.0,46.6,12.0,True,37200,OTP Fraud,38000.73,True,23.023991,72.555227,Ahmedabad
CMP00588,4,97.0,32.33,25.0,True,26700,UPI Fraud,38779.67,True,25.554502,85.15661,Patna
CMP00589,4,171.0,57.0,15.0,False,111400,UPI Fraud,32828.47,True,26.811635,80.989939,Lucknow
CMP00590,2,46.0,46.0,46.0,True,26600,Loan App Fraud,26188.37,True,17.365378,78.502907,Hyderabad
CMP00591,6,179.0,35.8,20.0,False,58400,UPI Fraud,24964.32,True,28.617422,77.164789,Delhi
CMP00592,6,216.0,43.2,2.0,False,36600,UPI Fraud,16831.57,True,26.882559,75.810279,Jaipur
CMP00593,6,190.0,38.0,7.0,True,82600,Digital Arrest Scam,23250.38,False,18.508331,73.832867,Pune
CMP00594,7,221.0,36.83,7.0,True,73000,OTP Fraud,24599.13,True,19.084079,72.87401,Mumbai
CMP00595,3,174.0,87.0,85.0,False,132900,Investment Fraud,12227.27,True,26.91243,75.766873,Jaipur
CMP00596,5,189.0,47.25,31.0,False,35700,Digital Arrest Scam,12750.8,True,25.623823,85.155308,Patna
CMP00597,3,82.0,41.0,24.0,True,43700,UPI Fraud,32120.77,True,23.064443,72.55756,Ahmedabad
CMP00598,4,150.0,50.0,18.0,True,23900,UPI Fraud,14084.87,False,23.050651,72.570115,Ahmedabad
CMP00599,6,357.0,71.4,50.0,False,37700,Loan App Fraud,2702.08,False,17.405974,78.471269,Hyderabad
CMP00600,5,269.0,67.25,55.0,False,75800,Investment Fraud,35888.57,False,18.545307,73.844356,Pune
CMP00601,2,65.0,65.0,65.0,False,104700,Loan App Fraud,33220.68,True,22.578198,88.398004,Kolkata
CMP00602,7,207.0,34.5,2.0,True,25100,Loan App Fraud,13346.73,False,23.003178,72.581576,Ahmedabad
CMP00603,6,111.0,22.2,6.0,True,115200,Loan App Fraud,3375.38,True,23.012901,72.577655,Ahmedabad
CMP00604,3,104.0,52.0,50.0,True,174100,Loan App Fraud,8757.08,False,26.923362,75.78779,Jaipur
CMP00605,7,192.0,32.0,3.0,True,78200,Investment Fraud,27977.18,False,26.904333,75.781029,Jaipur
CMP00606,6,285.0,57.0,29.0,True,271100,Digital Arrest Scam,23567.02,False,22.532222,88.393018,Kolkata
CMP00607,7,277.0,46.17,16.0,False,28500,Loan App Fraud,34650.05,True,25.602134,85.148148,Patna
CMP00608,5,159.0,39.75,22.0,True,19100,UPI Fraud,18617.77,True,22.987342,72.569322,Ahmedabad
CMP00609,6,279.0,55.8,17.0,True,15000,Investment Fraud,5440.03,True,23.025147,72.58601,Ahmedabad
CMP00610,7,276.0,46.0,11.0,True,196200,OTP Fraud,12526.47,True,18.519737,73.834653,Pune
CMP00611,6,265.0,53.0,33.0,True,95900,UPI Fraud,22391.95,True,28.614505,77.244306,Delhi
CMP00612,3,120.0,60.0,39.0,True,52500,Loan App Fraud,23003.9,True,25.640932,85.164601,Patna
CMP00613,6,274.0,54.8,6.0,True,69800,OTP Fraud,31032.42,True,19.133983,72.887533,Mumbai
CMP00614,2,75.0,75.0,75.0,True,21100,Investment Fraud,11719.95,True,17.309512,78.491296,Hyderabad
CMP00615,7,294.0,49.0,8.0,True,439800,UPI Fraud,31132.27,True,12.944292,77.58669,Bengaluru
CMP00616,4,149.0,49.67,35.0,True,61400,Investment Fraud,43009.88,True,22.567928,88.352907,Kolkata
CMP00617,2,5.0,5.0,5.0,True,60400,UPI Fraud,4186.27,True,12.988584,77.56588,Bengaluru
CMP00618,2,57.0,57.0,57.0,False,101900,OTP Fraud,25475.93,True,26.826245,80.946116,Lucknow
CMP00619,4,121.0,40.33,29.0,False,82800,Digital Arrest Scam,2242.53,False,12.971777,77.578092,Bengaluru
CMP00620,4,83.0,27.67,2.0,False,66500,UPI Fraud,30721.15,True,23.018126,72.552506,Ahmedabad
CMP00621,3,14.0,7.0,6.0,False,28100,Digital Arrest Scam,4892.6,True,12.988605,77.624413,Bengaluru
CMP00622,6,277.0,55.4,45.0,False,82100,Investment Fraud,25198.8,True,26.91461,75.824238,Jaipur
CMP00623,6,304.0,60.8,33.0,False,272300,OTP Fraud,2170.53,True,23.04476,72.58578,Ahmedabad
CMP00624,5,256.0,64.0,39.0,True,172600,Loan App Fraud,31334.52,False,17.389234,78.451357,Hyderabad
CMP00625,6,311.0,62.2,44.0,False,213100,UPI Fraud,30926.25,True,26.89275,75.754019,Jaipur
CMP00626,7,306.0,51.0,34.0,False,35600,OTP Fraud,9486.23,False,23.039262,72.544604,Ahmedabad
CMP00627,6,223.0,44.6,9.0,False,23700,Loan App Fraud,27750.23,False,26.950612,75.799996,Jaipur
CMP00628,5,127.0,31.75,20.0,True,49400,UPI Fraud,17532.77,True,22.54534,88.399173,Kolkata
CMP00629,4,54.0,18.0,2.0,False,57700,Investment Fraud,13163.35,True,28.632027,77.221904,Delhi
CMP00630,5,259.0,64.75,31.0,False,139400,OTP Fraud,26952.02,True,22.566383,88.404084,Kolkata
CMP00631,3,27.0,13.5,8.0,False,15000,Loan App Fraud,18447.15,True,19.030922,72.838097,Mumbai
CMP00632,6,180.0,36.0,2.0,True,201800,OTP Fraud,14969.2,False,18.470918,73.875398,Pune
CMP00633,6,235.0,47.0,17.0,True,48100,Digital Arrest Scam,34305.02,True,22.568849,88.367039,Kolkata
CMP00634,4,91.0,30.33,23.0,True,38300,UPI Fraud,9529.75,True,17.346156,78.507147,Hyderabad
CMP00635,7,257.0,42.83,9.0,True,23300,Investment Fraud,11997.2,False,26.840087,80.896103,Lucknow
CMP00636,3,58.0,29.0,10.0,True,15000,Loan App Fraud,22421.45,True,28.611909,77.220309,Delhi
CMP00637,7,271.0,45.17,13.0,True,110700,OTP Fraud,38353.23,True,18.495359,73.849672,Pune
CMP00638,7,258.0,43.0,5.0,False,58500,Digital Arrest Scam,20912.13,True,18.508785,73.861729,Pune
CMP00639,6,276.0,55.2,40.0,False,18400,OTP Fraud,25158.78,True,13.009436,77.61037,Bengaluru
CMP00640,6,174.0,34.8,3.0,False,18300,Digital Arrest Scam,8519.5,True,17.389334,78.492799,Hyderabad
CMP00641,6,253.0,50.6,19.0,True,41300,Investment Fraud,16442.7,False,28.639714,77.237168,Delhi
CMP00642,3,152.0,76.0,73.0,True,227200,OTP Fraud,25215.13,True,12.945995,77.640952,Bengaluru
CMP00643,2,12.0,12.0,12.0,False,44100,Investment Fraud,25947.4,True,22.987041,72.52738,Ahmedabad
CMP00644,7,353.0,58.83,16.0,False,15300,OTP Fraud,8875.3,False,22.573623,88.338845,Kolkata
CMP00645,4,189.0,63.0,54.0,True,44600,Loan App Fraud,4558.77,True,25.581496,85.135562,Patna
CMP00646,2,74.0,74.0,74.0,True,43600,OTP Fraud,33534.75,True,26.887685,75.75971,Jaipur
CMP00647,6,284.0,56.8,5.0,True,15000,OTP Fraud,28550.12,True,17.421779,78.481467,Hyderabad
CMP00648,6,190.0,38.0,3.0,False,52500,Loan App Fraud,8778.62,False,19.075518,72.871128,Mumbai
CMP00649,2,79.0,79.0,79.0,False,45200,Investment Fraud,31594.13,True,19.089469,72.854683,Mumbai
CMP00650,7,228.0,38.0,7.0,True,99400,Digital Arrest Scam,24062.97,True,28.63674,77.188921,Delhi
CMP00651,6,100.0,20.0,2.0,False,264800,Digital Arrest Scam,41182.87,False,22.55966,88.369495,Kolkata
CMP00652,6,171.0,34.2,3.0,True,143300,OTP Fraud,30276.85,True,28.614159,77.176204,Delhi
CMP00653,2,70.0,70.0,70.0,True,43800,OTP Fraud,8814.13,False,26.929222,75.802095,Jaipur
CMP00654,3,119.0,59.5,56.0,True,21500,Digital Arrest Scam,21301.48,False,28.638858,77.198209,Delhi
CMP00655,7,276.0,46.0,14.0,False,490100,Digital Arrest Scam,22457.27,True,12.963231,77.584509,Bengaluru
CMP00656,5,264.0,66.0,40.0,True,57800,Loan App Fraud,36190.23,True,22.540233,88.392921,Kolkata
CMP00657,5,121.0,30.25,8.0,False,55700,Digital Arrest Scam,17600.22,True,19.070379,72.86145,Mumbai
CMP00658,7,255.0,42.5,15.0,True,53900,Digital Arrest Scam,19106.17,True,28.597548,77.163234,Delhi
CMP00659,3,21.0,10.5,10.0,True,65100,OTP Fraud,43079.28,True,28.650074,77.213914,Delhi
CMP00660,6,302.0,60.4,40.0,False,48600,Digital Arrest Scam,35013.05,True,19.103638,72.907376,Mumbai
CMP00661,7,349.0,58.17,37.0,False,33800,Digital Arrest Scam,40430.77,False,23.057054,72.587618,Ahmedabad
CMP00662,5,139.0,34.75,10.0,False,34600,Loan App Fraud,42333.92,False,12.937989,77.571634,Bengaluru
CMP00663,4,63.0,21.0,12.0,True,53500,UPI Fraud,2973.33,True,12.957642,77.567096,Bengaluru
CMP00664,6,258.0,51.6,41.0,False,34700,OTP Fraud,3121.65,True,19.125892,72.955448,Mumbai
CMP00665,6,218.0,43.6,15.0,True,30000,OTP Fraud,14678.22,False,12.998745,77.59705,Bengaluru
CMP00666,2,80.0,80.0,80.0,False,60200,Investment Fraud,2181.78,False,26.859,80.933049,Lucknow
CMP00667,3,83.0,41.5,32.0,False,44300,Loan App Fraud,20355.15,True,22.547592,88.346956,Kolkata
CMP00668,2,13.0,13.0,13.0,False,197500,Investment Fraud,17243.85,True,25.580382,85.139921,Patna
CMP00669,5,202.0,50.5,6.0,True,15000,UPI Fraud,31667.67,False,26.796857,80.955551,Lucknow
CMP00670,2,51.0,51.0,51.0,False,139100,Investment Fraud,11184.27,True,28.59334,77.237026,Delhi
CMP00671,5,170.0,42.5,16.0,True,158600,Investment Fraud,33826.25,False,25.559361,85.096465,Patna
CMP00672,3,126.0,63.0,58.0,False,15000,OTP Fraud,23821.83,False,17.404857,78.455343,Hyderabad
CMP00673,6,235.0,47.0,7.0,False,41100,Loan App Fraud,21822.75,True,12.97646,77.585771,Bengaluru
CMP00674,2,45.0,45.0,45.0,False,40100,Digital Arrest Scam,28027.95,False,26.896312,75.810496,Jaipur
CMP00675,5,141.0,35.25,11.0,False,16600,OTP Fraud,36051.37,True,26.949919,75.808556,Jaipur
CMP00676,4,131.0,43.67,39.0,False,28400,Digital Arrest Scam,22315.47,False,19.04944,72.888408,Mumbai
CMP00677,2,29.0,29.0,29.0,False,21400,Loan App Fraud,8749.55,True,25.585249,85.12326,Patna
CMP00678,5,229.0,57.25,5.0,False,243900,Digital Arrest Scam,17315.43,True,25.611805,85.14343,Patna
CMP00679,6,206.0,41.2,3.0,True,121800,Loan App Fraud,3482.2,True,25.610361,85.100023,Patna
CMP00680,7,273.0,45.5,19.0,True,162100,Investment Fraud,42876.65,True,28.619453,77.197031,Delhi
CMP00681,6,210.0,42.0,4.0,True,101600,Loan App Fraud,11121.45,True,23.03231,72.558676,Ahmedabad
CMP00682,4,88.0,29.33,10.0,False,21100,Digital Arrest Scam,21918.0,True,23.036991,72.579545,Ahmedabad
CMP00683,7,253.0,42.17,14.0,True,35200,OTP Fraud,34721.93,True,18.527966,73.837843,Pune
CMP00684,4,119.0,39.67,9.0,False,83400,Loan App Fraud,34915.47,True,25.634936,85.108941,Patna
CMP00685,5,288.0,72.0,36.0,True,19500,UPI Fraud,1483.78,True,28.604668,77.212585,Delhi
CMP00686,4,121.0,40.33,4.0,True,100800,Investment Fraud,35413.77,True,19.071233,72.883136,Mumbai
CMP00687,3,137.0,68.5,56.0,True,44800,OTP Fraud,15079.33,True,26.892705,75.771779,Jaipur
CMP00688,6,193.0,38.6,14.0,True,40000,UPI Fraud,3404.1,True,19.102299,72.852748,Mumbai
CMP00689,2,34.0,34.0,34.0,True,100700,OTP Fraud,34706.25,True,19.069896,72.901802,Mumbai
CMP00690,5,131.0,32.75,15.0,True,80200,OTP Fraud,20028.9,False,23.035328,72.564911,Ahmedabad
CMP00691,5,189.0,47.25,12.0,True,40500,Investment Fraud,7538.23,True,25.589349,85.128664,Patna
CMP00692,5,196.0,49.0,5.0,True,147300,Loan App Fraud,18482.63,True,28.61923,77.190201,Delhi
CMP00693,6,238.0,47.6,13.0,True,21900,UPI Fraud,25514.52,False,28.652453,77.259152,Delhi
CMP00694,3,88.0,44.0,20.0,False,92800,OTP Fraud,3654.82,True,26.825939,80.959263,Lucknow
CMP00695,3,127.0,63.5,56.0,True,91100,Loan App Fraud,13645.03,False,23.021128,72.578539,Ahmedabad
CMP00696,2,9.0,9.0,9.0,False,42300,UPI Fraud,20342.37,True,22.589414,88.411397,Kolkata
CMP00697,5,144.0,36.0,10.0,False,72600,Investment Fraud,35247.65,True,26.906785,80.94476,Lucknow
CMP00698,7,113.0,18.83,2.0,True,19000,OTP Fraud,19632.53,True,12.971115,77.587021,Bengaluru
CMP00699,2,23.0,23.0,23.0,False,120600,Digital Arrest Scam,8441.13,True,23.018104,72.612937,Ahmedabad
CMP00700,5,190.0,47.5,32.0,False,47000,Loan App Fraud,27484.5,False,19.070469,72.87078,Mumbai
CMP00701,3,74.0,37.0,6.0,True,35300,Loan App Fraud,39065.92,True,28.611657,77.245003,Delhi
CMP00702,7,340.0,56.67,7.0,False,134200,OTP Fraud,13781.8,True,12.918208,77.673044,Bengaluru
CMP00703,5,136.0,34.0,19.0,True,30200,OTP Fraud,28089.63,False,26.94241,75.770878,Jaipur
CMP00704,7,324.0,54.0,26.0,False,16600,UPI Fraud,3039.58,False,28.629068,77.20442,Delhi
CMP00705,5,199.0,49.75,24.0,False,15000,Investment Fraud,23251.87,True,12.955451,77.57462,Bengaluru
CMP00706,7,185.0,30.83,5.0,False,92100,Digital Arrest Scam,31939.45,True,22.586825,88.40461,Kolkata
CMP00707,3,82.0,41.0,10.0,False,18500,Digital Arrest Scam,36131.1,False,23.021327,72.583326,Ahmedabad
CMP00708,2,12.0,12.0,12.0,True,244400,Loan App Fraud,43011.22,False,25.600776,85.159841,Patna
CMP00709,2,86.0,86.0,86.0,False,15000,OTP Fraud,27573.15,False,12.979285,77.614993,Bengaluru
CMP00710,2,53.0,53.0,53.0,False,232600,Loan App Fraud,41605.0,False,18.506594,73.872523,Pune
CMP00711,5,179.0,44.75,23.0,False,65800,OTP Fraud,35659.23,True,22.57081,88.362969,Kolkata
CMP00712,5,99.0,24.75,4.0,False,50700,Loan App Fraud,39424.9,True,25.610355,85.135121,Patna
CMP00713,4,69.0,23.0,17.0,True,34600,Loan App Fraud,1239.65,False,28.641835,77.245212,Delhi
CMP00714,4,100.0,33.33,8.0,False,77200,Investment Fraud,7694.55,False,26.872208,75.791919,Jaipur
CMP00715,4,130.0,43.33,28.0,True,53300,UPI Fraud,21531.88,True,26.933416,75.800968,Jaipur
CMP00716,6,277.0,55.4,13.0,True,140500,Loan App Fraud,33084.9,True,26.897366,75.795295,Jaipur
CMP00717,5,156.0,39.0,13.0,True,60600,Digital Arrest Scam,40399.22,True,22.573319,88.395861,Kolkata
CMP00718,5,102.0,25.5,6.0,False,62500,Investment Fraud,40905.88,True,28.628666,77.236718,Delhi
CMP00719,7,307.0,51.17,11.0,True,40400,OTP Fraud,36485.13,True,25.606451,85.144117,Patna
CMP00720,3,146.0,73.0,66.0,False,52400,Digital Arrest Scam,10372.92,False,26.843214,80.934945,Lucknow
CMP00721,4,55.0,18.33,15.0,True,71400,UPI Fraud,40143.2,False,19.102841,72.852037,Mumbai
CMP00722,5,209.0,52.25,16.0,True,15000,Investment Fraud,1308.47,True,25.590203,85.123893,Patna
CMP00723,2,84.0,84.0,84.0,True,17500,Digital Arrest Scam,29383.5,False,25.580444,85.147395,Patna
CMP00724,7,341.0,56.83,2.0,True,103500,Investment Fraud,14079.7,True,22.582028,88.363168,Kolkata
CMP00725,6,179.0,35.8,7.0,False,63600,Investment Fraud,42779.05,True,22.574657,88.390537,Kolkata
CMP00726,6,248.0,49.6,3.0,False,47000,OTP Fraud,9545.3,True,28.639878,77.207106,Delhi
CMP00727,6,353.0,70.6,56.0,False,55900,Loan App Fraud,38986.47,False,17.378969,78.495501,Hyderabad
CMP00728,7,303.0,50.5,3.0,True,73900,Investment Fraud,36618.15,True,18.504761,73.866595,Pune
CMP00729,3,125.0,62.5,52.0,True,34800,Investment Fraud,12173.97,True,12.992337,77.589754,Bengaluru
CMP00730,5,178.0,44.5,17.0,True,28400,OTP Fraud,23943.03,False,18.538821,73.849667,Pune
CMP00731,3,24.0,12.0,11.0,False,65000,OTP Fraud,18652.9,True,26.9393,75.787833,Jaipur
CMP00732,3,82.0,41.0,11.0,False,23900,Digital Arrest Scam,13521.88,False,25.608939,85.06409,Patna
CMP00733,6,273.0,54.6,33.0,True,77800,Loan App Fraud,38956.73,True,22.586844,88.375093,Kolkata
